id;flight_number;origin_airport_id;destination_airport_id;sched_aircraft_type_id;act_aircraft_type_id;scheduled_depart_day;scheduled_depart_hour;scheduled_arrival_day;scheduled_arrival_hour;distance;actual_distance;actual_arival_day;actual_arrival_hour;planned_first_passengers;planned_business_passengers;planned_premium_economy_passengers;planned_economy_passengers;actual_first_passengers;actual_business_passengers;actual_premium_economy_passengers;actual_economy_passengers
aee36d59-53b8-4d7f-9b5a-ae4fca295ea0;AB1137;7bd9c3ec-7387-4bb6-b6b9-b3179f73d0cd;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;27;13;27;19;4673;4673;27;19;18;28;13;258;18;28;14;255
a1f31aae-6ad8-45f6-933e-974630426cae;AB1137;7bd9c3ec-7387-4bb6-b6b9-b3179f73d0cd;381fada9-f9a0-4ee4-a994-228b88e53d35;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;28;13;28;19;4673;4839;28;22;2;26;13;107;2;27;14;93
17e13d5a-cff1-4466-8b63-97059b7f4dfb;AB1137;7bd9c3ec-7387-4bb6-b6b9-b3179f73d0cd;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;29;13;29;19;4673;4673;29;19;2;20;12;25;2;20;13;22
fa11b1bf-2b65-42d5-9343-d9140f3ff2b5;AB1138;381fada9-f9a0-4ee4-a994-228b88e53d35;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;0;6;0;9;2333;2429;0;11;0;16;6;41;0;17;6;44
9583a457-3ed8-4c5c-836a-25fb229f036b;AB1138;381fada9-f9a0-4ee4-a994-228b88e53d35;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;1;6;1;9;2333;2464;1;11;13;41;15;266;13;42;17;285
3540a0f6-74f3-48c7-b61b-90c1cf51c771;AB1138;381fada9-f9a0-4ee4-a994-228b88e53d35;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;5;6;5;9;2333;2550;5;11;14;4;0;138;14;4;0;135
ae11f631-bdba-4c0b-ac70-744b92f92758;AB1138;381fada9-f9a0-4ee4-a994-228b88e53d35;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;7;6;7;9;2333;2333;7;9;16;12;9;50;17;12;8;50
ab72b9d0-c90f-4b52-a893-b1049495137d;AB1138;381fada9-f9a0-4ee4-a994-228b88e53d35;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;8;6;8;9;2333;2333;8;9;1;24;10;83;1;24;10;91
a0bab796-5524-48bb-9147-b4bf5d85cf3c;AB1138;381fada9-f9a0-4ee4-a994-228b88e53d35;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;12;6;12;9;2333;2333;12;9;6;12;16;134;6;12;15;159
c0fed5ab-d604-4b3d-a582-54b076ba4e07;AB1138;381fada9-f9a0-4ee4-a994-228b88e53d35;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;14;6;14;9;2333;2333;14;9;4;14;11;68;4;14;12;77
266b08e3-dfe5-4d81-a35e-f04addad3ed7;AB1138;381fada9-f9a0-4ee4-a994-228b88e53d35;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;15;6;15;9;2333;2558;15;10;13;13;16;18;13;13;16;21
a8ef3f9d-94d9-4b9c-a133-455ce2083c98;AB1138;381fada9-f9a0-4ee4-a994-228b88e53d35;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;19;6;19;9;2333;2333;19;9;1;28;1;117;1;28;1;121
c9c9bd45-8c23-4723-9413-a438d24d9fbd;AB1138;381fada9-f9a0-4ee4-a994-228b88e53d35;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;21;6;21;9;2333;2333;21;9;6;19;14;248;6;19;16;275
24034a38-e830-4270-808e-a9c4b85777d9;AB1138;381fada9-f9a0-4ee4-a994-228b88e53d35;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;22;6;22;9;2333;2333;22;9;10;45;22;60;10;46;25;67
3ba2833d-ef27-4c64-a54d-301b7fe5918f;AB1138;381fada9-f9a0-4ee4-a994-228b88e53d35;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;26;6;26;9;2333;2424;26;10;7;21;7;127;7;21;8;142
275b3b0d-7b6e-4c07-830f-d05f2b6319b6;AB1138;381fada9-f9a0-4ee4-a994-228b88e53d35;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;020941c7-3b40-4654-8b78-c755f48571c6;b2017ed7-66c7-4498-b647-500ea1ef03d6;28;6;28;9;2333;2333;28;9;0;2;0;38;0;2;0;40
e1481866-9b8f-4868-ad6f-e98f00af5276;AB1138;381fada9-f9a0-4ee4-a994-228b88e53d35;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;29;6;29;9;2333;2333;29;9;1;14;18;59;1;14;19;62
4934d702-f09d-491e-b69c-f785a32e2b66;AB1139;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;0;11;0;13;1109;1109;0;13;0;23;13;58;0;23;12;63
d29894ce-240f-47cf-90aa-36296764b581;AB1139;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;1;11;1;13;1109;1122;1;15;2;52;23;103;2;54;27;106
096a1323-2dba-4562-a919-d8042c0eb2ed;AB1139;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;5;11;5;13;1109;1109;5;13;19;55;25;71;20;55;28;72
bf845dc0-52b1-4ba7-80d7-ad4b3c31cb16;AB1139;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;7;11;7;13;1109;1109;7;13;13;8;1;138;13;8;1;123
e74cc565-725d-45bd-80d5-aa08a0442ebf;AB1139;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;8;11;8;13;1109;1109;8;13;2;48;20;116;2;50;20;117
9c24a24b-16b9-4bad-8bc9-7637f84701b3;AB1139;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;12;11;12;13;1109;1109;12;13;9;42;25;158;9;44;22;184
5203ae9f-d98b-47b3-a3e5-7345cad2df02;AB1139;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;381fada9-f9a0-4ee4-a994-228b88e53d35;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;14;11;14;13;1109;1186;14;16;4;41;11;185;4;40;11;196
eb10aa43-5a8e-437b-a6d9-e4323384839e;AB1139;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;6f8c4d73-5e4d-48dc-9396-51000e68a562;15;11;15;13;1109;1165;15;14;11;61;0;145;4;30;0;131
c3ff2fe8-5586-4850-a4ff-8d1c1575e725;AB1139;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;6f8c4d73-5e4d-48dc-9396-51000e68a562;19;11;19;13;1109;1109;19;13;20;56;4;168;4;30;4;156
66c5f39b-13a6-4d67-81b6-1aeca2141a26;AB1139;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;21;11;21;13;1109;1142;21;14;4;53;25;279;4;55;30;251
7b5455d8-5609-4bcb-a88b-1562f04f2ff4;AB1139;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;22;11;22;13;1109;1109;22;13;0;20;9;176;0;21;8;169
82330eb6-5aed-485d-8343-bed9818950f4;AB1139;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;26;11;26;13;1109;1109;26;13;11;54;21;223;11;56;19;247
b173e360-42e3-4cd2-b504-dbcf57d31251;AB1139;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;28;11;28;13;1109;1123;28;15;11;31;0;172;11;31;0;163
c3e258f0-17d2-4159-8dc9-268acc66b881;AB1139;ad6aa675-c9ce-4a3f-8ae9-2328b9a0b26d;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;b2017ed7-66c7-4498-b647-500ea1ef03d6;29;11;29;13;1109;1109;29;13;3;25;14;139;3;25;15;147
6e95d4dc-023e-40be-9ab5-1201751d44e0;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;0;23;1;4;3664;3664;1;4;5;15;10;229;5;15;11;209
fde05ed8-381f-4d67-b61b-802a66439642;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;1;23;2;4;3664;3664;2;4;5;13;5;101;5;13;5;98
0b927ed0-98e4-4aa6-b961-6f2004809965;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;2;23;3;4;3664;3664;3;4;2;17;7;148;2;17;7;130
dcd14d15-5b63-4206-bd3a-79bb1369d3e8;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;4;23;5;4;3664;3664;5;4;3;8;8;52;3;8;8;48
2df609cc-4317-4de0-8b8d-cd7e7cd20d07;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;6;23;7;4;3664;3664;7;4;1;2;17;34;1;2;16;33
56c40403-d12a-4cea-b6e0-d125df199e11;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;7;23;8;4;3664;3808;8;7;5;30;22;121;5;31;22;143
8f975ca9-dc7f-4989-860e-af4276bc29f2;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;8;23;9;4;3664;3664;9;4;5;35;8;212;5;36;9;209
3116bda7-45a2-4305-a4b7-abeef9d1a828;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;9;23;10;4;3664;3664;10;4;11;15;7;267;11;15;7;267
02ca9cab-2f0c-4340-b9a8-7a8afe602935;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;11;23;12;4;3664;3664;12;4;6;35;3;148;6;36;3;134
ed830eea-cbc5-4764-986a-485dba3afdd1;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;13;23;14;4;3664;3664;14;4;10;28;23;65;10;29;27;71
112a759b-8667-4f10-a83f-36b253f1b762;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;14;23;15;4;3664;3849;15;7;6;14;4;11;6;14;3;13
351c3cc0-7975-4457-a33e-e2d3e2244288;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;15;23;16;4;3664;4028;16;7;0;29;4;21;0;29;4;20
1c9e2d47-8a0c-43cd-a2a6-c4e1f28f981d;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;6f8c4d73-5e4d-48dc-9396-51000e68a562;b2017ed7-66c7-4498-b647-500ea1ef03d6;16;23;17;4;3664;3664;17;4;3;8;5;69;3;8;6;81
33e0ae10-60e6-48c4-9e71-13b649bb24d5;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;6f8c4d73-5e4d-48dc-9396-51000e68a562;020941c7-3b40-4654-8b78-c755f48571c6;18;23;19;4;3664;3664;19;4;1;27;13;92;1;28;13;96
958a9bb2-86f4-4d2e-9e3e-27d5478b84bf;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;20;23;21;4;3664;3664;21;4;11;65;21;187;11;66;22;165
cbe341ab-7de7-418f-b79f-e611769d75e7;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;21;23;22;4;3664;3832;22;5;9;46;6;271;9;46;6;303
93782a37-5001-4392-b870-998b8b5b84e1;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;22;23;23;4;3664;3664;23;4;0;6;2;48;0;6;2;47
3bea6a48-8329-45bb-95ff-9b41124fe3bc;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;020941c7-3b40-4654-8b78-c755f48571c6;6f8c4d73-5e4d-48dc-9396-51000e68a562;23;23;24;4;3664;3664;24;4;8;10;24;203;4;10;17;156
b8f15c8e-e572-4074-b617-69f811270485;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;25;23;26;4;3664;3664;26;4;6;28;7;139;6;29;8;129
b05f1f38-1176-45aa-bccb-e261f960a1e3;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;27;23;28;4;3664;3664;28;4;5;35;21;192;5;36;24;194
f7c048e3-6918-4516-97ac-f6c8713b9b8b;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;28;23;29;4;3664;3664;29;4;2;5;24;235;2;5;26;212
a076e68a-c25f-479e-b841-436fd2b676e6;AB1140;381fada9-f9a0-4ee4-a994-228b88e53d35;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;29;23;30;4;3664;3971;30;7;0;31;21;52;0;32;25;61
20a19b70-721e-4bce-9b27-731ebcabd2b6;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;0;5;0;8;2155;2256;0;10;0;20;12;87;0;20;14;81
98ff2d66-a08f-4adf-8452-6301c7c36b5f;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;1;5;1;8;2155;2155;1;8;18;36;15;202;19;37;14;210
aac1c060-b81c-4ce9-ace3-96cc2864cbb0;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;2;5;2;8;2155;2155;2;8;11;32;18;242;11;33;18;267
12757656-042b-4127-bc7a-7ba3674ce134;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;4;5;4;8;2155;2155;4;8;5;52;11;231;5;51;12;204
67397851-869b-438c-8555-4edc3b7eebd0;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;6;5;6;8;2155;2275;6;11;3;40;18;182;3;41;21;164
fee26784-2cf1-4790-b4b1-b3670ab720da;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;020941c7-3b40-4654-8b78-c755f48571c6;7;5;7;8;2155;2155;7;8;2;3;8;112;2;3;7;104
e2645421-78f0-47f3-9a72-2630c411cc77;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;8;5;8;8;2155;2223;8;10;0;1;0;44;0;1;0;45
81d2bb84-6256-45f6-a3f2-95419d8e6ecc;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;9;5;9;8;2155;2155;9;8;10;22;7;56;10;22;8;66
f60807b2-35dc-41d7-b9da-6a86ead1b6b7;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;11;5;11;8;2155;2155;11;8;9;23;7;173;9;24;7;150
358b901f-767e-4d81-a8e2-4b7422b1b54e;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;7e61f470-91fe-40e5-9926-9ec7849506dd;b2017ed7-66c7-4498-b647-500ea1ef03d6;13;5;13;8;2155;2200;13;10;4;8;3;80;4;8;3;89
7a46b7d2-179f-4c93-a52a-7afd35344c70;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;14;5;14;8;2155;2192;14;11;2;38;18;283;2;40;17;327
23ce9e77-928a-4ca9-a024-bd1345012570;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;15;5;15;8;2155;2155;15;8;11;40;2;153;11;40;2;179
5f51d79c-a35a-426d-974e-f9c5fdbddd5d;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;16;5;16;8;2155;2220;16;11;16;48;6;289;16;49;7;282
7eba6bed-b3c7-4ce6-bbe1-d3c9afdd08ea;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;18;5;18;8;2155;2155;18;8;2;0;12;55;2;0;11;47
81116961-bd85-4122-8de2-9bc8087cbcdc;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;20;5;20;8;2155;2155;20;8;20;32;2;270;20;32;2;239
cd0e0764-d602-428b-a0ad-c6d3f58db5ca;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;21;5;21;8;2155;2155;21;8;8;34;12;277;8;33;14;331
e1abfa63-0497-42fb-97b1-03b975011ae7;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;22;5;22;8;2155;2155;22;8;6;11;28;69;6;11;26;75
af5cdb47-77e0-49ee-bfd2-bc04c6c3921b;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;23;5;23;8;2155;2301;23;9;3;12;19;63;3;12;19;71
1e56772d-ace0-4ea1-8e4e-0bcde57b54cc;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;25;5;25;8;2155;2155;25;8;2;9;2;65;2;9;2;62
7b1c4a71-3a5e-4b22-9032-ade3e7fe6e8c;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;27;5;27;8;2155;2155;27;8;13;50;3;169;13;50;3;155
82a7e06f-6404-4b74-a076-c45a645ac596;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;28;5;28;8;2155;2155;28;8;9;11;13;192;9;11;15;196
c21cd2a8-5833-4a73-853a-7a6dcc5cea4c;AB1141;e31b740e-ddaa-4d1f-98ed-72faa064e2d1;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;29;5;29;8;2155;2155;29;8;4;2;6;20;4;2;7;17
de728531-2959-4d19-b755-5b8378414320;AB1142;381fada9-f9a0-4ee4-a994-228b88e53d35;796edfb4-c545-49e9-a563-236d01bbee26;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;0;19;0;22;2337;2337;0;22;20;27;14;325;20;28;14;329
514fad8c-1fb1-4251-b259-e2ff28cf26fc;AB1142;381fada9-f9a0-4ee4-a994-228b88e53d35;796edfb4-c545-49e9-a563-236d01bbee26;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;7;19;7;22;2337;2337;7;22;4;19;2;112;4;19;2;112
f62cf358-4a7a-46e7-8804-8320f01a8fee;AB1142;381fada9-f9a0-4ee4-a994-228b88e53d35;796edfb4-c545-49e9-a563-236d01bbee26;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;14;19;14;22;2337;2337;14;22;7;23;22;273;7;24;22;285
1127ab82-61ae-4824-a2f4-247c132445d3;AB1142;381fada9-f9a0-4ee4-a994-228b88e53d35;796edfb4-c545-49e9-a563-236d01bbee26;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;21;19;21;22;2337;2337;21;22;2;23;21;32;2;23;24;32
